# UNIQUE PLAYERS: 208
1112: 199
12: 129,130,133
12: 131,136
12: 144,142,141,143
12: 143,141,144
12: 141,142,147
12: 144,141,142
12: 143,146
12: 145,147
12: 144,141
12: 144,142
12: 155,150,151,152
12: 151,152,150,157
12: 152,151,150,155
12: 153,154,155,156
12: 154,152,151,153
12: 152,150,151
12: 151,150,152
12: 150,157,154
12: 150,152,155
12: 155,154,152
12: 154,152,153
12: 155,150,157
12: 154,153,152
12: 162,160,161,167
12: 159,161,162,160
12: 159,160,162,161
12: 162,160,161,166
12: 164,168,163
12: 159,166,162
12: 163,167,165
12: 162,166
12: 159,169
12: 170,171,174
12: 171,170,176
12: 172,177,178
12: 178,171
12: 171,173
12: 182,189,183
12: 191,193,192,198
12: 197,195,196
12: 190,193,197
12: 190,195
12: 197,195
12: 205,201,204,203
12: 199,200,202,207
12: 205,204,203
12: 203,200,206
12: 203,200,199
12: 200,201,199
12: 199,206,203
12: 201,204,200
12: 203,201
11: 4,5,1,2
11: 5,1,2,4
11: 4,7,6
11: 0,4,8
11: 0,5,3
11: 3,5,4
11: 4,2,5
11: 4,3
11: 12,10,11,14
11: 15,9,14
11: 12,10,9
11: 9,11,10
11: 14,9,15
11: 9,18,15
11: 9,15,18
11: 21,22,20,19
11: 24,20,22
11: 19,28,27
11: 24,22,20
11: 23,27,24
11: 19,24,20
11: 24,28,19
11: 23,19,24
11: 23,20
11: 24,25
11: 20,28
11: 28,19
11: 20,19
11: 25,29
11: 30,37,36,35
11: 30,31,37
11: 30,31,36
11: 31,30,33
11: 33,30,31
11: 42,43,41,45
11: 41,43,42,48
11: 45,43,42,41
11: 47,40,48
11: 40,42,43
11: 40,48,46
11: 42,45
11: 41,45
11: 41,40
11: 52,50,51,49
11: 58,53,56
11: 55,50
11: 63,60,61
11: 65,61,60
11: 61,64,60
11: 62,64,61
11: 61,63,64
11: 67,62
11: 73,69,72,74
11: 69,75,76,74
11: 71,70,73,72
11: 71,75,70
11: 73,71,74
11: 69,71,75
11: 69,71,73
11: 71,74,70
11: 76,74
11: 74,72
11: 70,75
11: 75,73
11: 77,82,83,81
11: 78,79,82,83
11: 78,79,82,77
11: 83,77,82,84
11: 83,82,84
11: 77,78,81
11: 82,81,80
11: 78,81,82
11: 83,84,77
11: 77,84,83
11: 82,83,84
11: 81,82,83
11: 81,82,78
11: 77,80,82
11: 81,80,78
11: 84,82
11: 88,87,85,86
11: 88,85,86,87
11: 87,86,85,90
11: 85,86,91
11: 88,90,94
11: 90,93,88
11: 90,88
11: 97,98,95
11: 101,102,99
11: 100,104,99
11: 96,97,99
11: 95,96,102
11: 96,95,97
11: 109,113,112,111
11: 107,108,106,113
11: 107,108,106,116
11: 110,109
11: 111,106
11: 122,125,124,120,123
11: 122,119,126,127
11: 124,125,121,122
11: 120,123,125,122
11: 119,121,122
11: 120,123,127
11: 121,119,124
11: 124,125,123
11: 119,125,124
11: 125,122,124
11: 122,121
11: 134,137,138,136
11: 134,136,137
11: 129,132,130
11: 131,135,133
11: 134,137,129
11: 129,136,134
11: 136,129
11: 135,129
11: 133,129
11: 129,139
11: 141,142,147,143
11: 140,144,147,148
11: 140,141,143,142
11: 143,141,142,140
11: 143,141,142,147
11: 143,141,140
11: 146,140,141
11: 140,144,141
11: 140,146,144
11: 140,147,148
11: 141,142,148
11: 141,140,144
11: 141,146
11: 154,153,155,156
11: 154,153,152,151
11: 155,154,158
11: 152,151,156
11: 162,160,161,165
11: 164,163,168
11: 162,159,166
11: 159,161,167
11: 159,166,160
11: 161,162,159
11: 159,162,161
11: 163,165
11: 172,173,176,177
11: 173,170,171
11: 172,174
11: 182,188,183
11: 182,185
11: 193,190,191,192
11: 198,194,196,190
11: 190,198,194,196
11: 196,190,198
11: 190,197,194
11: 198,194,190
11: 190,191,192
11: 198,190,196
11: 193,192
11: 191,196
11: 192,198
11: 200,202,207,199
11: 199,201,204,203
11: 201,204,203,205
11: 200,199,206
11: 203,204,205
11: 200,202,206
11: 199,200,207
11: 203,205,204
11: 201,200,203
11: 206,207
10: 0,7,6,4
10: 5,4,0
10: 1,5,2
10: 2,4,1
10: 1,5,4
10: 2,1,3
10: 7,6,4
10: 0,7,6
10: 1,0,2
10: 4,5,1
10: 3,2
10: 8,4
10: 1,4
10: 4,8
10: 1,3
10: 0,8
10: 10,12,11,14
10: 11,12,10,9
10: 10,9,12,11
10: 11,10,9
10: 11,12,9
10: 15,14,9
10: 22,21,20,28
10: 20,21,22,29
10: 20,21,24
10: 19,24,25
10: 22,20,24
10: 24,19,27
10: 23,26,28
10: 22,19
10: 21,24
10: 30,37,39,36
10: 33,30,31,32
10: 33,31,32,35
10: 31,32,33,34
10: 31,32,33,38
10: 30,31,33,32
10: 30,35,34
10: 31,30,37
10: 30,35,33
10: 35,36,30
10: 37,39,30
10: 31,32,36
10: 31,33,30
10: 34,31
10: 36,39
10: 40,48,45,46
10: 47,41,42,43
10: 42,43,41,40
10: 41,42,43,46
10: 43,41,42,45
10: 40,44,47
10: 42,43,45
10: 40,45,43
10: 40,47,45
10: 47,43
10: 47,40
10: 42,40
10: 45,41
10: 50,51,52,53
10: 49,50,51,52
10: 50,51,52,59
10: 54,50,51,52
10: 49,51,54
10: 49,52,50
10: 54,59,49
10: 58,56,53
10: 53,58,55
10: 49,53,55
10: 53,51
10: 54,50
10: 58,56
10: 57,49
10: 59,54
10: 54,57
10: 61,60,68
10: 62,66,60
10: 62,66,64
10: 64,63,61
10: 62,68,65
10: 74,73,70,71
10: 69,74,75,76
10: 72,73,69,74
10: 73,74,75
10: 74,70,73
10: 73,72,71
10: 74,73,76
10: 69,74,70
10: 71,74
10: 81,78,79,77
10: 77,81,83,84
10: 83,77,82
10: 82,79,78
10: 83,81
10: 82,80
10: 85,86,87,94
10: 88,89,91
10: 88,87,85
10: 89,85
10: 87,88
10: 99,102,97
10: 95,98,96
10: 95,96,99
10: 100,95,99
10: 102,95
10: 101,95
10: 97,95
10: 106,109,108
10: 106,107,114
10: 116,113,109
10: 118,110,115
10: 111,109,113
10: 115,118
10: 106,112
10: 106,111
10: 116,110
10: 123,120,124,125,122
10: 123,120,124,122
10: 122,124,123
10: 122,125,119
10: 119,125,122
10: 119,126,127
10: 119,120,123
10: 119,123,120
10: 123,120,125
10: 120,119
10: 133,132,131,129
10: 129,131,130,132
10: 132,131,133,135
10: 133,132,131,138
10: 129,130,136,139
10: 131,133,129,130
10: 129,134,130
10: 134,137,138
10: 129,139,135
10: 143,141,142,146
10: 143,144,141,142
10: 141,144,142
10: 143,140,144
10: 141,142,146
10: 145,149,147
10: 143,142,144
10: 144,147,140
10: 142,141,144
10: 140,149
10: 147,144
10: 151,152,154,153,155
10: 150,152,151,155
10: 155,152,151,154
10: 151,152,153,154
10: 150,157,155,158
10: 151,152,154,153
10: 150,155,158,154
10: 154,151,152,153
10: 153,152,151
10: 152,154,150
10: 155,151,154
10: 151,150,154
10: 150,155,153
10: 154,155,158
10: 150,154,151
10: 155,158,154
10: 157,151,152
10: 150,156
10: 154,156
10: 162,161,160,167
10: 159,165,166,169
10: 161,159,167
10: 159,161,160
10: 159,166,164
10: 159,161,162
10: 165,159,167
10: 161,160,166
10: 159,165,169
10: 159,162,166
10: 161,167,162
10: 159,162,167
10: 161,166
10: 165,166
10: 172,173,170
10: 172,178,177
10: 170,173,171
10: 180,181,182,187
10: 180,182,183
10: 187,180,181
10: 183,180,181
10: 182,189,188
10: 183,189,182
10: 182,187
10: 183,180
10: 185,180
10: 192,191,193,190
10: 192,191,193,196
10: 190,196,197,194
10: 190,195,197
10: 192,191,194
10: 195,196,197
10: 191,192,196
10: 192,191,197
10: 196,198,194
10: 191,192,194
10: 196,195
10: 196,191
10: 191,194
10: 203,204,199,200
10: 203,204,207
10: 199,203,206
10: 204,200,199
10: 206,203,207
10: 204,201,205
9: 4,2,1,5
9: 5,4,3
9: 5,4,7
9: 0,7,4
9: 3,4,5
9: 2,6
9: 2,3
9: 6,4
9: 10,11,12,16
9: 13,17,15
9: 10,12,18
9: 10,11,16
9: 10,18,16
9: 10,9,16
9: 13,17,14
9: 12,9,14
9: 12,16
9: 11,14
9: 12,14
9: 22,21,20,24
9: 22,20,21,24
9: 21,20,22,28
9: 24,27,28
9: 24,21,22
9: 19,28,29
9: 19,27,28
9: 19,25,24
9: 24,22,21
9: 19,24,27
9: 24,23,20
9: 20,27
9: 27,19
9: 33,31,32,36
9: 31,33,32,30
9: 33,32,31,35
9: 30,36,37,35
9: 30,39,37,36
9: 30,37,35
9: 30,34,35
9: 31,38
9: 35,32
9: 40,42,41,43
9: 42,41,43,46
9: 43,41,42,46
9: 41,42,44,43
9: 45,46,43
9: 46,40,41
9: 41,43,45
9: 40,45,42
9: 46,43,42
9: 44,47,40
9: 40,47,46
9: 47,42
9: 41,46
9: 41,47
9: 41,44
9: 51,52,50,54
9: 51,52,50,57
9: 52,50,51,57
9: 49,54,59,55
9: 52,51,50,49
9: 54,57,49
9: 49,55,52
9: 55,57,49
9: 49,59,57
9: 53,56
9: 54,52
9: 51,54
9: 63,62,65,64
9: 62,64,61,60
9: 64,61,60,65
9: 61,60,62,64
9: 62,66,65,68
9: 60,65,61
9: 62,61,66
9: 62,61,64
9: 66,61,60
9: 61,66,60
9: 68,62
9: 60,63
9: 65,61
9: 61,66
9: 70,71,69,76
9: 69,73,76,74
9: 71,70,69,73
9: 69,76,75,74
9: 69,76,75,73
9: 71,70,69,74
9: 73,74,69,72
9: 69,73,74,72
9: 71,69,73
9: 74,70,71
9: 72,70,73
9: 70,73,69
9: 73,71,69
9: 74,71
9: 70,76
9: 75,74
9: 74,76
9: 77,82,84,83
9: 81,82,79,78
9: 77,81,82,80
9: 78,79,80,82
9: 78,81,79,82
9: 82,81,79,78
9: 81,77,80,82
9: 77,82,81,80
9: 77,82,83,84
9: 82,79,78,81
9: 78,81,77
9: 80,78,81
9: 81,77,80
9: 83,77,84
9: 82,78
9: 88,86,85,87
9: 88,90,93,92
9: 85,86,87,91
9: 85,87,86,88
9: 88,94,92
9: 88,92,94
9: 85,89,86
9: 85,86,88
9: 91,88
9: 89,94
9: 97,98,96,102
9: 95,100,102
9: 96,97,100
9: 96,101,97
9: 95,96,98
9: 99,96
9: 104,100
9: 100,99
9: 106,107,108,114
9: 107,108,106,111
9: 106,111,107,108
9: 106,113,107,108
9: 106,107,108,110
9: 109,107,106,108
9: 109,111,116
9: 112,111,113
9: 107,111,108
9: 109,107,106
9: 114,108
9: 106,113
9: 117,114
9: 123,120,125,124,122
9: 124,125,122,123,120
9: 122,125,124,123,120
9: 122,124,125,120,123
9: 119,122,127,126
9: 120,123,124,122
9: 122,126,127,119
9: 124,125,122,121
9: 119,122,126,127
9: 122,119,124,125
9: 125,124,120,123
9: 126,120,123
9: 120,122,123
9: 123,119,122
9: 120,123,125
9: 122,123,124
9: 120,126,125
9: 119,122,121
9: 120,124,122
9: 124,122,123
9: 124,121,122
9: 119,127,122
9: 126,127
9: 132,131,133,129,130
9: 129,131,132,133
9: 129,130,134,138
9: 131,132,133,134
9: 132,133,131,136
9: 131,135,129
9: 134,129,136
9: 129,136,130
9: 129,136,132
9: 136,131
9: 146,141,142,143
9: 140,144,146,147
9: 140,143,141,142
9: 142,143,141,144
9: 141,142,140,143
9: 143,142,141,147
9: 143,142,141,148
9: 143,144,142
9: 140,146,143
9: 147,140,146
9: 140,147,145
9: 140,148,147
9: 140,143,141
9: 146,144,140
9: 143,142,140
9: 146,145
9: 143,145
9: 142,146
9: 148,144
9: 147,140
9: 150,157,154,155
9: 151,152,150,155
9: 151,152,150,158
9: 155,150,154,158
9: 155,150,157,158
9: 150,158,157,155
9: 150,154,155,152
9: 150,151,152,155
9: 154,151,155,152
9: 154,155,150,153
9: 154,150,152
9: 153,156,150
9: 150,151,154
9: 150,155,156
9: 152,155,151
9: 151,157
9: 156,154
9: 153,152
9: 159,166,169,165
9: 159,162,160,161
9: 159,166,161
9: 162,161,159
9: 163,159,167
9: 161,159,166
9: 159,168
9: 170,171,172,177
9: 170,171,172,173
9: 178,171,170
9: 176,171
9: 177,172
9: 176,172
9: 182,188,189
9: 180,185,184
9: 180,187
9: 191,192,193,198
9: 190,196,198,194
9: 193,191,192,190
9: 190,197,195,196
9: 194,196,190
9: 190,197,195
9: 193,191,190
9: 191,192,190
9: 190,193,196
9: 198,194,196
9: 196,197,191
9: 192,191,190
9: 197,196,195
9: 197,191
9: 198,196
9: 192,190
9: 202,200,199,207
9: 201,204,205,203
9: 199,202,207
9: 205,201,203
9: 203,200,207
9: 201,205,202
9: 200,202,199
9: 200,202,207
9: 204,203,200
9: 200,204,199
9: 199,207
8: 0,6,7,4
8: 0,4,5,7
8: 0,6,4,7
8: 2,4,5,1
8: 0,6,2
8: 5,0,1
8: 5,4,1
8: 0,5,6
8: 2,1,7
8: 4,5,3
8: 0,3,4
8: 4,6
8: 12,11,10,14
8: 9,11,10,12
8: 12,11,10,15
8: 11,10,12,9
8: 12,10,14
8: 9,14,10
8: 9,10,11
8: 9,13,14
8: 17,13,14
8: 9,12,15
8: 16,9,18
8: 13,14,17
8: 12,9,11
8: 12,9,15
8: 9,17
8: 13,11
8: 13,15
8: 14,11
8: 22,21,20,19
8: 22,20,21,28
8: 22,21,20,25
8: 21,19,22,20
8: 20,22,21,24
8: 20,21,19
8: 19,21,24
8: 19,21,25
8: 19,23,28
8: 24,20,21
8: 21,22,24
8: 19,21,22
8: 28,19,24
8: 21,25,20
8: 20,19,22
8: 21,22,25
8: 24,28,27
8: 25,29,19
8: 29,19
8: 29,25
8: 31,37,32,33
8: 31,33,32,35
8: 32,30,31,33
8: 31,32,34
8: 36,37,30
8: 30,35,39
8: 31,35,32
8: 33,30,32
8: 37,30,36
8: 34,33
8: 37,31
8: 33,36
8: 32,35
8: 42,41,43,48
8: 45,42,41,43
8: 41,40,42,43
8: 40,47,44,48
8: 41,43,42,40
8: 43,41,42,40
8: 43,41,42,48
8: 42,40,43
8: 47,48,45
8: 44,40,47
8: 40,45,44
8: 45,43,41
8: 45,40,48
8: 45,43,46
8: 41,42,40
8: 41,40,43
8: 40,45,41
8: 47,41
8: 42,46
8: 45,48
8: 46,43
8: 46,48
8: 49,57,54,59
8: 49,54,57,59
8: 51,52,50,49
8: 49,54,59,57
8: 52,51,49
8: 52,50,49
8: 54,50,52
8: 50,54,51
8: 49,54,50
8: 50,52,54
8: 49,50,54
8: 53,49,55
8: 58,53,49
8: 49,56
8: 60,61,65,62
8: 62,60,61,66
8: 62,60,61,64
8: 61,60,65,62
8: 63,64,65,62
8: 60,61,66,64
8: 62,68,66,65
8: 61,62,64
8: 62,65,63
8: 64,61,65
8: 62,64,63
8: 61,63,60
8: 62,63,61
8: 63,60
8: 63,66
8: 62,67
8: 69,71,70,73
8: 69,74,76,75
8: 70,71,73,72
8: 69,73,70,74
8: 69,72,73,74
8: 69,74,75,73
8: 70,71,69,74
8: 74,73,71,70
8: 76,74,69
8: 74,75,76
8: 70,74,73
8: 73,69,71
8: 72,69,70
8: 74,73,75
8: 75,76,69
8: 72,73,71
8: 76,69,74
8: 69,75,70
8: 71,73,69
8: 77,83,84,82,81,78,79,80
8: 77,80,81,82
8: 82,78,79,81
8: 77,83,84,82
8: 77,81,82,84
8: 77,81,82,83
8: 77,82,78,79
8: 77,78,79,82
8: 82,81,78
8: 82,77,84
8: 77,79,81
8: 78,77,82
8: 81,82,79
8: 77,81,79
8: 81,80,77
8: 77,81,84
8: 83,78
8: 81,79
8: 79,81
8: 86,87,85,92
8: 86,87,85,91
8: 85,88,86,87
8: 86,87,85,88
8: 88,85,87
8: 90,88,92
8: 88,90,86
8: 85,86,90
8: 88,91,89
8: 85,87,88
8: 87,85,88
8: 90,93,92
8: 85,87,90
8: 88,87,92
8: 88,87,89
8: 97,98,96,99
8: 102,96,97,98
8: 95,98,97,96
8: 95,101,102
8: 95,104,103
8: 102,96,97
8: 95,99,105
8: 95,105,99
8: 96,99
8: 102,97
8: 105,95
8: 104,99
8: 102,101
8: 108,107,106,109
8: 107,106,108,111
8: 107,108,106,109
8: 106,107,116,108
8: 109,111,112,113
8: 113,109,111
8: 109,116,110
8: 109,116,107
8: 106,116,108
8: 106,110,116
8: 109,111,107
8: 110,116,113
8: 107,116,108
8: 109,108,116
8: 114,107,106
8: 109,106,111
8: 109,112,113
8: 112,113
8: 106,114
8: 108,109
8: 110,113
8: 107,111
8: 114,117
8: 114,107
8: 115,110
8: 116,107
8: 124,125,123,120,122
8: 124,125,122,120,123
8: 119,124,125,122
8: 119,126,125,124
8: 119,126,122,127
8: 121,124,125,119
8: 124,125,122,120
8: 124,125,122,123
8: 123,122,124
8: 126,122,127
8: 122,126,119
8: 120,123,121
8: 126,127,119
8: 124,123
8: 121,125
8: 125,120
8: 126,120
8: 129,130,135,139,138
8: 129,130,131,132,133
8: 131,132,135,133
8: 131,133,129
8: 129,134,136
8: 135,139,138
8: 135,129,139
8: 130,129,136
8: 129,131,133
8: 131,134,132
8: 144,143,141,142
8: 141,142,143,148
8: 141,143,142,144
8: 140,144,148,147
8: 144,140,147,146
8: 142,141,140
8: 143,140,147
8: 142,143,144
8: 140,142,144
8: 144,148,143
8: 140,143,146
8: 149,145,147
8: 142,144,143
8: 140,141,148
8: 145,144
8: 151,152,155,150
8: 151,152,155,157
8: 150,155,151,152
8: 150,154,152,151
8: 153,154,156,155
8: 151,152,158,157
8: 150,154,153,155
8: 151,152,157,158
8: 152,151,154,153
8: 152,151,154,150
8: 150,157,155,154
8: 155,151,152,150
8: 153,154,151,152
8: 150,151,152,154
8: 154,150,152,151
8: 150,155,154,158
8: 151,154,152
8: 152,154,153
8: 154,150,151
8: 157,158,150
8: 158,157,155
8: 153,154,151
8: 153,154,152
8: 151,154,153
8: 151,150,155
8: 154,155,157
8: 156,153,155
8: 155,152,154
8: 151,152,156
8: 150,155,151
8: 150,155,152
8: 155,150,152
8: 152,153
8: 154,157
8: 160,161,162,159
8: 159,167,165,164
8: 162,161,160,159
8: 161,162,160,166
8: 162,159,160
8: 160,159,162
8: 167,163,165
8: 160,166,159
8: 167,165,163
8: 159,167,166
8: 166,165
8: 166,161
8: 167,163
8: 164,159
8: 162,167
8: 167,161
8: 166,160
8: 163,161
8: 165,160
8: 165,164
8: 170,171,179
8: 171,170,174
8: 170,178,171
8: 172,170,177
8: 179,174
8: 180,181,182,189
8: 180,182,181
8: 180,183,181
8: 184,188
8: 184,187
8: 186,183
8: 180,189
8: 192,193,191,197
8: 192,193,191,196
8: 191,192,193,194
8: 192,193,191,190
8: 191,197,196
8: 190,198,191
8: 190,198,197
8: 198,191,192
8: 190,194,197
8: 190,191,193
8: 196,194,197
8: 195,190,196
8: 197,191,196
8: 196,195,197
8: 192,191,198
8: 192,197
8: 200,203,206,207
8: 203,199,204,200
8: 199,202,205
8: 204,205,203
8: 201,199,203
8: 203,206,200
8: 203,199,200
8: 205,204,201
8: 201,200,205
8: 200,202,205
8: 199,203,200
8: 199,206,200
8: 200,204,201
8: 199,203,202
8: 204,199,206
8: 200,206,204
8: 205,200
7: 0,2,1,4
7: 5,2,1,4
7: 1,2,3,5
7: 0,4,7,6
7: 0,5,4,8
7: 1,2,4,5
7: 3,5,8
7: 8,5,4
7: 1,2,3
7: 5,4,6
7: 3,2,1
7: 5,3,4
7: 2,1,8
7: 4,5,8
7: 4,0,7
7: 0,5,2
7: 6,7
7: 5,8
7: 10,12,11,15
7: 12,9,10,11
7: 12,10,11,18
7: 12,10,11,15
7: 10,9,11,12
7: 11,10,12,15
7: 9,15,18,14
7: 10,12,14
7: 12,14,15
7: 9,16,12
7: 10,11,14
7: 12,9,18
7: 18,16
7: 18,9
7: 11,13
7: 10,14
7: 14,9
7: 14,12
7: 24,20,22,21
7: 23,24,26,27
7: 24,23,27,26
7: 20,25,21
7: 22,24,20
7: 20,22,25
7: 23,26,19
7: 21,24,22
7: 19,20,21
7: 21,20,19
7: 25,19,29
7: 20,24,21
7: 23,24,20
7: 19,25,27
7: 20,24,22
7: 24,23,26
7: 27,25
7: 25,24
7: 21,28
7: 31,30,32,33,36
7: 32,31,33,30
7: 30,32,31,33
7: 32,33,31,30
7: 32,31,33,35
7: 32,31,34
7: 35,34,36
7: 31,36,32
7: 30,38,34
7: 33,30,37
7: 31,30,36
7: 33,32,30
7: 36,35,30
7: 31,35,33
7: 30,33,32
7: 32,31,36
7: 32,31,35
7: 31,37,32
7: 37,30,39
7: 30,34,36
7: 30,39,35
7: 36,32
7: 37,36
7: 43,41,42,47
7: 42,43,41,47
7: 42,43,41,46
7: 40,46,48,45
7: 46,41,42,45
7: 40,48,44
7: 47,48,40
7: 48,40,47
7: 40,42,41
7: 46,41,43
7: 46,41,42
7: 44,40,48
7: 46,42,43
7: 46,41
7: 51,50,52,54
7: 52,50,51,55
7: 51,52,50,55
7: 52,51,50,57
7: 50,51,52,56
7: 52,51,55
7: 49,57,59
7: 59,54,49
7: 49,52,51
7: 49,50,57
7: 52,50,54
7: 49,55,53
7: 53,55,51
7: 53,55,49
7: 50,49,54
7: 50,49,51
7: 49,54,52
7: 55,52
7: 53,57
7: 52,57
7: 55,51
7: 50,57
7: 62,64,65,68
7: 62,60,61,65
7: 63,64,65,60
7: 62,65,66,64
7: 60,61,62,66
7: 62,66,65,64
7: 66,62,68
7: 66,62,65
7: 62,68,64
7: 63,65,62
7: 64,65,63
7: 63,67,64
7: 62,60,64
7: 64,63,62
7: 66,68,62
7: 62,64,66
7: 64,65,60
7: 60,62,63
7: 65,62,60
7: 63,62,61
7: 64,61
7: 65,66
7: 61,65
7: 69,70,71,73
7: 73,70,71,74
7: 73,74,69,70
7: 71,73,74,70
7: 70,71,72,73
7: 74,70,71,73
7: 69,74,73,70
7: 70,69,71,73
7: 73,70,74,71
7: 73,74,76
7: 74,73,72
7: 70,73,74
7: 72,71
7: 72,75
7: 75,71
7: 79,78,77,81
7: 77,83,78,79
7: 79,78,81,77
7: 81,78,82,79
7: 81,80,78,79
7: 80,77,81,82
7: 80,78,79,81
7: 82,77,81,84
7: 77,78,82,81
7: 77,82,79
7: 78,81,80
7: 82,81,83
7: 82,81,79
7: 82,81,84
7: 77,83,78
7: 84,83,82
7: 84,82,83
7: 78,80,81
7: 84,83,77
7: 78,83,79
7: 78,83
7: 86,87,85,90
7: 88,90,92,93
7: 87,86,85,92
7: 88,86,92
7: 88,91,85
7: 88,85,91
7: 89,88,91
7: 89,86,87
7: 89,91,92
7: 89,91,94
7: 88,90,91
7: 86,85,88
7: 86,87,88
7: 89,85,86
7: 89,88
7: 94,89
7: 98,97,96,95
7: 96,97,95,98
7: 98,97,96,99
7: 95,99,100,104
7: 95,100,99,105
7: 95,100,104,105
7: 95,96,97,100
7: 99,102,98
7: 95,102,97
7: 104,100,99
7: 95,97,102
7: 100,99,104
7: 97,96,99
7: 95,102,96
7: 95,102,105
7: 95,96,100
7: 96,100,95
7: 101,99
7: 99,97
7: 97,100
7: 108,107,106,111
7: 107,106,108,116
7: 108,106,107,116
7: 108,106,107,109
7: 108,106,107,111
7: 107,106,109
7: 110,116,118
7: 117,114,110
7: 111,107,108
7: 106,107,109
7: 111,113,109
7: 107,108,112
7: 106,111,108
7: 112,113,116
7: 109,108,106
7: 106,108,112
7: 109,111,108
7: 111,113,112
7: 110,109,116
7: 118,115,110
7: 111,108
7: 108,113
7: 111,107
7: 114,111
7: 122,124,125,123,120
7: 123,120,121,124,125
7: 122,124,125,127
7: 119,126,127,122
7: 119,127,126,122
7: 123,120,122,124
7: 123,120,119,125
7: 119,124,121
7: 119,127,126
7: 121,124,123
7: 125,126,120
7: 124,125,127
7: 124,122,119
7: 121,123
7: 123,125
7: 120,125
7: 125,119
7: 126,122
7: 128
7: 133,132,131,139
7: 129,130,134,137
7: 129,130,132,133
7: 131,132,133,130
7: 129,133,132
7: 129,135,131
7: 129,138,136
7: 131,135,139
7: 132,131,129
7: 132,133,139
7: 129,139,130
7: 134,136,138
7: 130,129,135
7: 134,131,132
7: 129,131,130
7: 129,136,131
7: 140,144,147,146
7: 140,148,144,147
7: 143,142,141,145
7: 141,144,143,142
7: 140,147,146,144
7: 144,140,141,142
7: 141,140,142,143
7: 145,140,146
7: 141,140,142
7: 142,140,143
7: 149,145,146
7: 146,147,145
7: 147,146,140
7: 148,147
7: 151,152,155,158
7: 150,157,152,151
7: 155,150,154,157
7: 150,154,155,153
7: 153,152,151,154
7: 155,158,154,150
7: 151,152,154,157
7: 150,153,154,155
7: 150,153,156
7: 150,157,152
7: 150,157,153
7: 157,155,158
7: 158,150,155
7: 154,151,153
7: 150,154,152
7: 154,152,150
7: 156,155
7: 160,161,162,167
7: 167,162,160,161
7: 160,162,167,161
7: 161,159,165,164
7: 159,160,167
7: 162,161,164
7: 166,159,165
7: 163,168,164
7: 162,160,165
7: 160,162,167
7: 159,164,165
7: 159,164,166
7: 159,163,168
7: 166,165,159
7: 163,168,167
7: 167,165,159
7: 161,162,164
7: 159,165,163
7: 166,159,169
7: 166,169,165
7: 160,164
7: 164,165
7: 164,161
7: 160,165
7: 168,159
7: 163,164
7: 170,171,172,178
7: 172,173,175
7: 174,170,171
7: 173,176,177
7: 171,170,175
7: 170,172,173
7: 171,174
7: 176,173
7: 170,177
7: 175,174
7: 175,172
7: 178,174
7: 180,181,183,188
7: 180,181,187,188
7: 180,181,182,188
7: 182,183,189,188
7: 181,180,186
7: 185,184,180
7: 180,185,181
7: 187,181,180
7: 183,182,188
7: 190,194,196,198
7: 196,190,198,197
7: 190,198,196,194
7: 192,193,191,198
7: 190,196,197,198
7: 197,196,191
7: 198,196,190
7: 191,198,192
7: 196,194,198
7: 196,194,190
7: 197,195,190
7: 190,193,191
7: 191,192,198
7: 196,197,194
7: 193,191
7: 194,198
7: 192,196
7: 200,199,203,204
7: 200,207,203,206
7: 202,199,200,204
7: 201,203,204,205
7: 200,204,203,206
7: 200,201,204,199
7: 203,200,207,206
7: 199,207,200
7: 206,199,200
7: 200,207,199
7: 200,207,203
7: 200,207,206
7: 199,201,200
7: 199,202,206
7: 203,201,204
7: 204,201,199
7: 199,203,205
7: 200,203,202
7: 204,199,200
7: 207,199
6: 3,5,8,4
6: 2,1,6,7
6: 2,1,7,4
6: 1,2,5,0
6: 2,1,4,5
6: 2,5,4
6: 4,7,5
6: 0,4,2
6: 5,0,3
6: 6,4,0
6: 2,4,5
6: 7,4,0
6: 8,4,5
6: 0,2,5
6: 1,4,5
6: 1,2,7
6: 1,2,8
6: 3,0,5
6: 3,4,8
6: 5,3,0
6: 4,0,1
6: 8,3
6: 10,12,11,18
6: 10,18,11,12
6: 12,10,15,11
6: 11,10,12,14
6: 10,11,16,12
6: 9,15,18,16
6: 12,10,18
6: 11,9,14
6: 9,10,18
6: 9,10,16
6: 17,13,12
6: 14,11,15
6: 18,15,9
6: 9,12,18
6: 9,12,16
6: 9,16,14
6: 13,14,15
6: 14,15,9
6: 14,13,15
6: 10,14,9
6: 10,15,12
6: 9,11,14
6: 11,15
6: 15,16
6: 17,10
6: 16,9
6: 10,13
6: 16,18
6: 19,28,29,25
6: 21,20,22,27
6: 19,24,25,28
6: 20,19,22,21
6: 23,24,19,28
6: 19,24,27,28
6: 21,20,22,24
6: 19,24,29
6: 24,19,25
6: 24,19,29
6: 24,27,19
6: 24,20,23
6: 19,21,28
6: 23,19,27
6: 19,29,28
6: 19,20,25
6: 20,19,25
6: 21,20,28
6: 23,27,26
6: 19,20,29
6: 19,22,24
6: 19,22,21
6: 24,29
6: 27,24
6: 23,22
6: 35,31,32,33
6: 31,30,33,32
6: 33,32,31,38
6: 30,33,32,31
6: 30,35,36,34
6: 33,32,30,31
6: 32,33,31,36
6: 32,35,33,31
6: 33,32,31,36
6: 30,36,39,35
6: 30,35,36,37
